City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Marzuq,YE,14.4,46.4667,91.72,18,67,13.22,broken clouds
461,Texistepeque,SV,14.1333,-89.5,82.42,100,40,1.57,scattered clouds
462,Zamosc,PL,50.7231,23.252,73.24,84,99,5.23,overcast clouds
463,Naze,JP,28.3667,129.4833,71.94,87,100,10.58,light rain
464,Gizo,SB,-8.103,156.8419,81.46,76,100,4.07,overcast clouds
465,Verkhoturye,RU,58.8627,60.8054,75.58,39,70,5.37,broken clouds
466,La Tuque,CA,47.4334,-72.7824,69.85,67,100,8.43,overcast clouds
467,Dzhebariki-Khaya,RU,62.2167,135.8,61.23,54,9,2.06,clear sky
468,Saldanha,ZA,-33.0117,17.9442,67.3,34,0,2.66,clear sky
469,Bogovarovo,RU,58.9785,47.0246,72.97,35,14,5.48,few clouds
470,Ilhabela,BR,-23.7781,-45.3581,77.31,59,0,4.32,clear sky
471,Pershotravneve,UA,51.3929,28.8684,67.62,50,61,4.65,broken clouds
472,Sicamous,CA,50.8331,-118.9856,61.79,73,100,4.03,overcast clouds
473,Betioky,MG,-23.7167,44.3833,68.41,71,100,9.26,light rain
474,Ballyhaunis,IE,53.7667,-8.7667,57.78,73,100,8.99,overcast clouds
475,Yaan,NG,7.3833,8.5667,82.89,65,89,10.67,overcast clouds
476,Lavrentiya,RU,65.5833,-171.0,31.21,98,100,5.84,light snow
477,Ilulissat,GL,69.2167,-51.1,50.02,46,1,8.05,clear sky
478,Nanga Eboko,CM,4.6833,12.3667,71.13,97,100,3.69,moderate rain
479,Guerrero Negro,MX,27.9769,-114.0611,63.19,80,5,9.19,clear sky
480,Suntar,RU,62.1444,117.6319,51.1,68,100,1.88,overcast clouds
481,Carora,VE,10.1755,-70.0827,80.44,64,100,8.01,overcast clouds
482,Campagna,IT,40.6653,15.1059,75.24,62,100,3.47,overcast clouds
483,Grushevskaya,RU,47.4406,39.9511,67.08,68,40,17.9,scattered clouds
484,Zaraza,VE,9.3503,-65.3245,81.01,75,100,5.57,overcast clouds
485,Mikhaylovka,RU,50.06,43.2379,59.54,83,100,12.57,overcast clouds
486,Sola,VU,-13.8833,167.55,79.34,73,93,9.37,overcast clouds
487,Kushiro,JP,42.975,144.3747,56.77,71,8,17.31,clear sky
488,Port Macquarie,AU,-31.4333,152.9167,46.38,81,5,5.55,clear sky
489,Shubarshi,KZ,48.5872,57.1869,74.05,32,99,15.23,overcast clouds
490,Mabaruma,GY,8.2,-59.7833,81.27,84,33,6.02,scattered clouds
491,Gemena,CD,3.25,19.7667,79.03,76,99,6.2,light rain
492,Ankazobe,MG,-18.3167,47.1167,72.01,47,35,7.67,scattered clouds
493,Duncan,US,34.5023,-97.9578,68.38,89,75,5.75,broken clouds
494,Yuryevets,RU,57.3201,43.1041,67.5,52,16,7.58,few clouds
495,Abay,KZ,49.6311,72.8539,59.38,38,0,11.25,clear sky
496,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,67,89,4.76,overcast clouds
497,Edd,ER,13.9297,41.6925,95.32,50,5,17.69,clear sky
498,Bathsheba,BB,13.2167,-59.5167,88.41,51,40,21.3,scattered clouds
499,Tanete,ID,-3.9443,119.7848,77.0,81,83,4.97,broken clouds
500,Chaoyang,CN,41.5703,120.4586,64.96,53,33,2.21,scattered clouds
501,Raichur,IN,16.2,77.3667,88.03,47,39,8.84,scattered clouds
502,Mataram,ID,-8.5833,116.1167,77.81,86,57,4.54,broken clouds
503,Agadir,MA,30.4202,-9.5982,79.25,54,0,9.98,clear sky
504,Xiangxiang,CN,27.7333,112.5333,70.79,75,16,2.77,few clouds
505,Sangar,RU,63.9242,127.4739,53.76,74,88,12.55,overcast clouds
506,Powell,US,40.1578,-83.0752,79.83,62,1,1.01,clear sky
507,San Fernando,PH,15.0286,120.6898,86.14,79,43,3.62,scattered clouds
508,Nanning,CN,22.8167,108.3167,77.68,67,43,3.4,light rain
509,Sioux Falls,US,43.55,-96.7003,80.46,54,20,11.5,few clouds
510,Kloulklubed,PW,7.0419,134.2556,79.3,82,100,7.4,overcast clouds
511,Sambava,MG,-14.2667,50.1667,77.04,79,80,6.15,broken clouds
512,Chara,RU,56.9064,118.2631,65.26,36,100,1.61,overcast clouds
513,Benjamin Constant,BR,-4.3831,-70.0311,80.73,83,40,1.34,scattered clouds
514,Clifton,US,40.8584,-74.1638,82.2,70,20,1.01,few clouds
515,Besancon,FR,47.2488,6.0182,63.91,100,100,8.48,overcast clouds
516,Kirovskaya,RU,46.9748,40.0402,66.27,84,100,8.28,light rain
517,Lar,IN,26.2039,83.9717,93.29,40,25,8.52,scattered clouds
518,Sulya,IN,12.5667,75.3833,80.64,98,100,2.01,light rain
519,Bonnyville,CA,54.2668,-110.735,55.54,84,99,9.06,overcast clouds
520,Inirida,CO,3.8653,-67.9239,79.3,87,98,3.24,overcast clouds
521,Smithers,CA,54.7804,-127.1743,43.41,92,98,3.18,overcast clouds
522,Selikhino,RU,50.3672,137.4996,43.48,96,100,2.28,overcast clouds
523,Syracuse,IT,37.0881,15.2792,88.43,58,91,13.13,overcast clouds
524,Aquiraz,BR,-3.9014,-38.3911,87.89,60,0,10.47,clear sky
525,Gualaquiza,EC,-3.4,-78.55,64.9,91,100,0.78,overcast clouds
526,Sovetsk,RU,55.0839,21.8785,70.27,56,58,5.91,broken clouds
527,Simao,CN,22.7886,100.9748,68.43,94,70,2.89,broken clouds
528,Luderitz,NA,-26.6481,15.1594,80.62,24,0,3.02,clear sky
529,Pierre,US,44.3683,-100.351,81.0,59,1,10.0,clear sky
530,Cockburn Town,TC,21.4612,-71.1419,79.63,78,2,21.88,clear sky
531,Brae,GB,60.3964,-1.353,51.71,66,12,6.22,few clouds
532,Barranca,PE,-10.75,-77.7667,65.05,79,74,5.61,broken clouds
533,Maxixe,MZ,-23.8597,35.3472,68.25,58,98,12.55,overcast clouds
534,Nelson Bay,AU,-32.7167,152.15,51.96,70,75,11.18,broken clouds
535,Abu Zabad,SD,12.35,29.25,97.54,26,44,8.61,scattered clouds
536,Barreirinha,BR,-2.7933,-57.07,86.45,62,3,5.95,clear sky
537,Kenora,CA,49.8167,-94.4337,71.78,68,10,8.99,clear sky
538,Jardim,BR,-21.4803,-56.1381,85.95,26,3,8.66,clear sky
539,Shupiyan,IN,33.7167,74.8333,63.25,67,100,4.12,overcast clouds
540,Blagoyevo,RU,63.3667,47.9167,80.29,24,14,9.37,few clouds
541,Serov,RU,59.6033,60.5787,75.63,37,65,6.49,broken clouds
542,Benguela,AO,-12.5763,13.4055,82.83,60,92,9.73,overcast clouds
543,Terbuny,RU,52.1389,38.2789,56.16,92,100,9.48,overcast clouds
544,Nantucket,US,41.2835,-70.0995,73.54,92,40,11.5,scattered clouds
545,Minusinsk,RU,53.7103,91.6875,44.62,84,93,11.74,overcast clouds
546,Placido De Castro,BR,-10.3353,-67.1856,83.16,52,93,1.52,overcast clouds
547,Ordu,TR,40.9086,37.6845,53.64,64,34,7.05,scattered clouds
548,Zharkent,KZ,44.1628,80.0,79.68,33,17,15.39,few clouds
549,Diu,IN,20.7141,70.9822,85.84,67,0,13.27,clear sky
550,Kudahuvadhoo,MV,2.6708,72.8944,83.79,75,96,15.32,overcast clouds
551,Benito Juarez,MX,19.385,-99.165,64.74,85,90,1.19,mist
552,Sjenica,RS,43.2731,19.9994,71.15,47,16,6.17,few clouds
553,Wickede,DE,51.4833,7.8667,72.09,81,75,8.55,broken clouds
554,Mazagao,BR,-0.115,-51.2894,85.93,61,7,5.19,clear sky
555,Karratha,AU,-20.7377,116.8463,74.01,70,7,7.96,clear sky
556,Denpasar,ID,-8.65,115.2167,82.06,89,40,5.86,scattered clouds
557,Boda,CF,4.3189,17.4695,76.62,81,96,1.81,overcast clouds
558,Laguna,US,38.421,-121.4238,67.82,66,1,3.0,clear sky
559,Degollado,MX,20.467,-102.1498,66.96,60,100,1.57,overcast clouds
560,Kapiri Mposhi,ZM,-13.9652,28.6809,70.47,37,93,9.93,overcast clouds
561,Veinticinco De Mayo,AR,-35.4323,-60.1727,56.98,82,100,1.01,overcast clouds
562,Platanos,GR,37.6667,21.6167,82.56,45,92,9.89,overcast clouds
563,Gondanglegi,ID,-7.7479,112.0132,76.51,90,43,5.75,scattered clouds
564,Saint Anthony,US,45.0205,-93.218,83.97,48,1,1.99,clear sky
565,Saint-Joseph,RE,-21.3667,55.6167,75.56,84,34,1.72,light rain
566,Shingu,JP,33.7333,135.9833,67.35,86,100,6.6,overcast clouds
567,Narsaq,GL,60.9167,-46.05,61.02,55,100,6.64,overcast clouds
568,Podyuga,RU,61.095,40.8647,78.8,32,7,1.28,clear sky
569,Micoud,LC,13.8167,-60.9,82.38,78,75,20.09,broken clouds
570,Trinidad,BO,-14.8333,-64.9,80.58,78,100,5.75,overcast clouds
571,Sabha,LY,27.0377,14.4283,98.46,11,0,14.7,clear sky
572,Asfi,MA,32.2994,-9.2372,69.48,67,0,21.65,clear sky
573,Tucumcari,US,35.1717,-103.725,71.44,56,1,12.24,clear sky
574,Arman,RU,59.7,150.1667,40.77,92,100,10.63,light rain
575,Khomeyn,IR,33.6423,50.0789,87.33,12,18,22.88,few clouds
576,Salamiyah,SY,35.0113,37.0532,84.4,22,0,19.44,clear sky
577,Rudnogorsk,RU,57.2639,103.7519,49.73,94,100,9.33,light rain
578,Malumfashi,NG,11.7853,7.6218,97.45,22,89,6.4,overcast clouds
579,Vangaindrano,MG,-23.35,47.6,71.56,84,46,9.35,scattered clouds
580,Arys,KZ,42.4252,68.795,98.82,19,100,9.78,overcast clouds
581,Bukama,CD,-9.2,25.85,91.99,25,13,5.03,few clouds
582,Hendersonville,US,36.3048,-86.62,80.38,69,67,4.97,broken clouds
583,Teahupoo,PF,-17.8333,-149.2667,73.36,75,70,9.91,broken clouds
584,Turukhansk,RU,65.8167,87.9833,39.0,92,100,18.25,light rain
585,Ayorou,NE,14.7308,0.9174,109.67,13,0,2.39,clear sky
586,Bonthe,SL,7.5264,-12.505,83.95,70,86,9.44,overcast clouds
587,Zhigansk,RU,66.7697,123.3711,45.91,74,90,4.92,light rain
588,Christchurch,NZ,-43.5333,172.6333,57.33,78,100,1.01,moderate rain
589,Kanasin,MX,20.9333,-89.5667,82.42,78,75,9.22,broken clouds
590,Abu Kamal,SY,34.4506,40.9171,95.2,15,0,14.74,clear sky
591,Niamey,NE,13.5137,2.1098,107.6,17,26,0.96,scattered clouds
592,Shahpur,IN,16.7,76.8333,86.68,53,93,8.05,light rain
593,Battle Creek,US,42.3212,-85.1797,79.09,40,1,4.0,clear sky
594,Floro,NO,61.5996,5.0328,68.07,88,40,9.22,light intensity drizzle
595,Touros,BR,-5.1989,-35.4608,85.1,60,31,15.03,scattered clouds
596,Lanzhou,CN,36.0564,103.7922,74.48,15,70,1.39,broken clouds
597,Bartica,GY,6.4,-58.6167,84.52,87,34,4.43,scattered clouds
598,Gwanda,ZW,-20.9333,29.0,60.08,46,27,13.76,scattered clouds
599,Rabaul,PG,-4.1967,152.1721,79.79,82,9,7.99,light rain
600,Jabinyanah,TN,35.035,10.9081,77.59,53,63,14.52,broken clouds
601,Nemuro,JP,43.3236,145.575,53.83,75,11,17.22,few clouds
602,Bereda,ES,43.2686,-7.5406,78.42,54,13,5.53,few clouds
603,Rocha,UY,-34.4833,-54.3333,61.27,98,100,4.76,heavy intensity rain
604,Porto Santo,PT,33.072,-16.3415,72.3,60,40,14.97,scattered clouds
605,Nizhnyaya Tavda,RU,57.6731,66.1725,71.8,44,23,8.68,few clouds
606,Port Alberni,CA,49.2413,-124.8028,57.13,88,98,5.01,overcast clouds
607,Glace Bay,CA,46.1969,-59.957,76.93,76,41,7.52,scattered clouds
608,Kholmogory,RU,64.2229,41.656,77.11,29,70,9.37,broken clouds
609,Condega,NI,13.365,-86.3985,77.25,69,99,5.37,overcast clouds
610,Bossangoa,CF,6.4926,17.4552,81.32,63,99,4.23,overcast clouds
611,Lorengau,PG,-2.0226,147.2712,80.67,79,37,3.85,scattered clouds
612,Phuket,TH,8.0,98.25,87.01,94,20,10.92,few clouds
613,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,73,5,5.39,clear sky
614,Nagapattinam,IN,10.7667,79.8333,82.47,76,100,7.05,overcast clouds
615,Bam,IR,29.106,58.357,105.66,4,0,11.34,clear sky
616,Nabire,ID,-3.3667,135.4833,77.16,91,100,3.33,overcast clouds
617,Nisia Floresta,BR,-6.0911,-35.2086,86.38,60,42,12.75,scattered clouds
618,Pontian Kecil,MY,1.4801,103.3899,86.38,75,34,1.21,scattered clouds
619,Romitan,UZ,39.9343,64.3814,105.75,17,0,17.54,clear sky
620,Little Current,CA,45.9793,-81.9248,65.41,99,100,9.8,light rain
621,Oga,IT,46.4631,10.347,59.68,76,46,6.51,light rain
622,Buala,SB,-8.145,159.5921,79.57,81,91,2.91,overcast clouds
623,Murgab,TM,37.4966,61.9714,102.07,21,0,13.6,clear sky
624,Atambua,ID,-9.1061,124.8925,71.69,89,62,5.41,broken clouds
625,Salinopolis,BR,-0.6136,-47.3561,85.53,65,6,11.34,clear sky
626,Koslan,RU,63.4564,48.8989,79.52,26,13,8.81,few clouds
627,Zlitan,LY,32.4674,14.5687,79.18,42,82,16.35,broken clouds
628,Saint-Georges,GD,12.0564,-61.7485,76.68,94,75,9.22,broken clouds
629,Kabare,CD,-2.4683,28.8242,69.46,81,73,4.83,light rain
630,Zlobin,HR,45.2924,14.6541,72.7,47,0,5.46,clear sky
631,Santa Marinella,IT,42.0345,11.8536,78.91,78,96,5.86,overcast clouds
632,Tigil,RU,57.8,158.6667,48.79,93,100,8.01,overcast clouds
633,Kieta,PG,-6.2167,155.6333,78.6,84,19,5.12,few clouds
634,Batesville,US,35.7698,-91.641,75.61,84,40,3.47,scattered clouds
635,Ajdabiya,LY,30.7554,20.2263,82.04,35,0,18.84,clear sky
636,Port-Gentil,GA,-0.7193,8.7815,79.48,82,100,12.53,light rain
637,Goure,NE,13.9835,10.2704,100.02,15,100,5.93,overcast clouds
638,Nichinan,JP,31.6,131.3667,61.07,95,100,6.71,light rain
639,Thinadhoo,MV,0.5333,72.9333,83.62,76,100,16.8,overcast clouds
640,Zhukovka,RU,53.534,33.728,64.67,64,66,8.57,light rain
641,Palmer,US,42.1584,-72.3287,81.95,65,20,1.01,few clouds
642,Akcaabat,TR,41.0212,39.5715,64.27,72,75,0.96,broken clouds
643,Batemans Bay,AU,-35.7167,150.1833,47.91,66,100,4.94,overcast clouds
644,Cacule,BR,-14.5033,-42.2222,81.97,40,53,11.95,broken clouds
645,Axim,GH,4.8699,-2.2405,85.23,64,73,8.52,light rain
646,Banda Aceh,ID,5.5577,95.3222,80.51,77,100,10.85,overcast clouds
647,Bouca,CF,6.5105,18.2733,85.86,54,65,1.59,light rain
648,Mantua,IT,45.1667,10.7833,88.09,47,26,5.99,scattered clouds
649,Kuching,MY,1.55,110.3333,79.02,89,20,2.3,few clouds
650,Uvira,CD,-3.4067,29.1458,80.38,67,55,7.02,light rain
651,Dhidhdhoo,MV,6.8833,73.1,82.94,79,100,15.12,overcast clouds
652,Kiunga,PG,-6.1219,141.2906,71.19,100,95,1.86,light rain
653,Middlebury,US,44.0153,-73.1673,81.1,69,75,5.01,broken clouds
654,Zhigalovo,RU,54.8097,105.1578,66.09,75,61,4.16,broken clouds
655,Ketchikan,US,55.3422,-131.6461,48.67,93,90,11.5,moderate rain
656,Siilinjarvi,FI,63.0833,27.6667,77.02,36,0,4.07,clear sky
657,Aasiaat,GL,68.7098,-52.8699,36.81,83,100,9.33,overcast clouds
658,Constitucion,CL,-35.3333,-72.4167,52.21,64,24,7.99,few clouds
659,Wewak,PG,-3.5534,143.6268,76.53,90,20,8.59,few clouds
660,Viisoara,RO,46.55,23.9167,74.97,27,40,4.61,scattered clouds
661,Hachinohe,JP,40.5,141.5,57.49,75,100,6.76,overcast clouds
662,Korla,CN,41.7597,86.1469,84.79,17,59,12.37,broken clouds
663,Pincher Creek,CA,49.4833,-113.952,63.28,31,1,19.57,clear sky
664,Mugur-Aksy,RU,50.35,90.5,37.31,52,16,14.5,few clouds
665,Fuxin,CN,42.0156,121.6589,64.89,51,100,0.76,light rain
666,Yurla,RU,59.3259,54.3223,73.27,40,62,5.59,broken clouds
667,Tsogni,GA,-2.7942,10.0988,81.63,73,74,9.17,broken clouds
668,Varkaus,FI,62.3153,27.873,76.3,35,99,4.23,overcast clouds
669,Mercedes,AR,-34.6515,-59.4307,56.03,76,100,12.33,overcast clouds
670,General Pico,AR,-35.6566,-63.7568,56.62,48,10,11.9,clear sky
671,Zaysan,KZ,47.4667,84.8667,50.95,57,39,12.84,scattered clouds
672,Pontes E Lacerda,BR,-15.2261,-59.3353,86.07,37,86,4.52,overcast clouds
673,Lisakovsk,KZ,52.5369,62.4936,67.75,26,99,7.45,overcast clouds
674,Nador,MA,35.174,-2.9287,70.05,83,75,8.14,broken clouds
675,Tarakan,ID,3.3,117.6333,84.4,71,100,9.78,overcast clouds
676,Guinope,HN,13.8833,-86.9333,71.69,67,80,4.79,broken clouds
677,Marmaris,TR,36.855,28.2742,84.15,24,0,15.7,clear sky
678,Gorom-Gorom,BF,14.4439,-0.2361,108.05,15,0,3.83,clear sky
679,Saint-Louis,SN,16.3333,-15.0,111.83,12,7,10.49,clear sky
680,Sayyan,YE,15.1718,44.3244,77.18,10,7,20.11,clear sky
681,Amapa,BR,1.0,-52.0,78.48,87,98,3.62,overcast clouds
682,Natal,BR,-5.795,-35.2094,84.85,65,40,13.67,scattered clouds
683,Williamsport,US,41.2412,-77.0011,81.77,64,1,3.0,clear sky
684,Mogok,MM,22.9167,96.5,68.65,89,59,2.86,broken clouds
685,Koumac,NC,-20.5667,164.2833,71.64,84,100,5.55,light rain
686,Kothi,IN,24.75,80.7833,95.86,32,71,13.09,broken clouds
687,Buraydah,SA,26.326,43.975,112.71,5,9,10.04,clear sky
688,Kutum,SD,14.2,24.6667,94.78,10,32,16.15,scattered clouds
689,Lafiagi,NG,8.8667,5.4167,94.68,39,64,7.72,broken clouds
690,Moron,AR,-34.6534,-58.6198,55.96,89,100,9.42,overcast clouds
691,Manzanillo,CU,20.3433,-77.1167,80.83,76,0,5.61,clear sky
